date,mean_air_temp
5/01/2021,21.2
6/01/2021,21.1
7/01/2021,21.8
8/01/2021,20.2
9/01/2021,21
10/01/2021,20.8
11/01/2021,18.7
12/01/2021,21.4
13/01/2021,20.9
14/01/2021,21.9
15/01/2021,20.5
16/01/2021,18.1
17/01/2021,20.4
18/01/2021,19.4
19/01/2021,20.2
20/01/2021,14.1
21/01/2021,16.4
22/01/2021,18.2
23/01/2021,19
24/01/2021,18.7
25/01/2021,21.9
26/01/2021,22
27/01/2021,22.4
28/01/2021,21
29/01/2021,17.6
30/01/2021,17.8
31/01/2021,19.2
1/02/2021,19.8
2/02/2021,19.7
3/02/2021,20.6
4/02/2021,21.8
5/02/2021,20.4
6/02/2021,21.8
7/02/2021,20.2
8/02/2021,21.9
9/02/2021,21.8
10/02/2021,19.3
11/02/2021,17.7
12/02/2021,17.5
13/02/2021,20.8
14/02/2021,21.7
15/02/2021,20.3
16/02/2021,19.8
17/02/2021,18.9
18/02/2021,16.9
19/02/2021,18.3
20/02/2021,18.7
21/02/2021,21.3
22/02/2021,22.2
23/02/2021,22.5
24/02/2021,22.4
25/02/2021,21.3
26/02/2021,20.6
27/02/2021,21.5
28/02/2021,21.3
1/03/2021,21.1
2/03/2021,22.1
3/03/2021,20.2
4/03/2021,18
5/03/2021,18.2
6/03/2021,18.4
7/03/2021,19.9
8/03/2021,19.2
9/03/2021,17.3
10/03/2021,20
11/03/2021,18.3
12/03/2021,19.4
13/03/2021,17.8
14/03/2021,20
15/03/2021,20.6
16/03/2021,16.9
17/03/2021,20
18/03/2021,18.6
19/03/2021,17.3
20/03/2021,16.3
21/03/2021,16.9
22/03/2021,18.4
23/03/2021,16.1
24/03/2021,16.9
25/03/2021,18.5
26/03/2021,20.5
27/03/2021,21.4
28/03/2021,20.6
29/03/2021,21.5
30/03/2021,20.9
31/03/2021,17.5
1/04/2021,15.4
2/04/2021,17.6
3/04/2021,16.8
4/04/2021,17.9
5/04/2021,19.6
6/04/2021,20.6
7/04/2021,18.6
8/04/2021,19.6
9/04/2021,19.4
10/04/2021,18.6
11/04/2021,19.9
12/04/2021,20.1
13/04/2021,17.4
14/04/2021,14.9
15/04/2021,17
16/04/2021,18.7
17/04/2021,14.3
18/04/2021,15.1
19/04/2021,15.5
20/04/2021,17
21/04/2021,17.1
22/04/2021,14.6
23/04/2021,16.6
24/04/2021,15.6
25/04/2021,13.6
26/04/2021,14.5
27/04/2021,15.4
28/04/2021,13
29/04/2021,13.2
30/04/2021,15.6
1/05/2021,12.7
2/05/2021,10.5
3/05/2021,14.2
4/05/2021,14.7
5/05/2021,14.1
6/05/2021,16.1
7/05/2021,18.5
8/05/2021,17.9
9/05/2021,19.1
10/05/2021,17.2
11/05/2021,18.4
12/05/2021,15
13/05/2021,10.4
14/05/2021,13.8
15/05/2021,13.6
16/05/2021,16.3
17/05/2021,15
18/05/2021,15.7
19/05/2021,15.8
20/05/2021,16.2
21/05/2021,14.2
22/05/2021,13.3
23/05/2021,14.2
24/05/2021,14.5
25/05/2021,12.7
26/05/2021,11.1
27/05/2021,9.3
28/05/2021,12.5
29/05/2021,13
30/05/2021,12.4
31/05/2021,12.3
1/06/2021,10.5
2/06/2021,13.5
3/06/2021,13.8
4/06/2021,12.9
5/06/2021,14.8
6/06/2021,14.7
7/06/2021,14
8/06/2021,14.3
9/06/2021,15.4
10/06/2021,15.8
11/06/2021,14.1
12/06/2021,14.6
13/06/2021,15.5
14/06/2021,14.4
15/06/2021,13.9
16/06/2021,13.3
17/06/2021,13.7
18/06/2021,13.9
19/06/2021,16.3
20/06/2021,14.6
21/06/2021,15
22/06/2021,10.1
23/06/2021,7.7
24/06/2021,10.1
25/06/2021,11.5
26/06/2021,13.9
27/06/2021,14.2
28/06/2021,13.8
29/06/2021,5.4
30/06/2021,8.3
1/07/2021,10.5
2/07/2021,9.2
3/07/2021,7.4
4/07/2021,8.1
5/07/2021,10.1
6/07/2021,14.2
7/07/2021,12.8
8/07/2021,11.8
9/07/2021,12.1
10/07/2021,12.2
11/07/2021,10.5
12/07/2021,9.5
13/07/2021,6.8
14/07/2021,8.9
15/07/2021,9.9
16/07/2021,13.8
17/07/2021,14.7
18/07/2021,14.6
19/07/2021,12
20/07/2021,10.9
21/07/2021,12.7
22/07/2021,11.9
23/07/2021,9.5
24/07/2021,12.7
25/07/2021,13.7
26/07/2021,13.9
27/07/2021,11.8
28/07/2021,11.3
29/07/2021,12.6
30/07/2021,14.9
31/07/2021,12.6
1/08/2021,12.3
2/08/2021,13.8
3/08/2021,9.5
4/08/2021,12.5
5/08/2021,12.1
6/08/2021,13.1
7/08/2021,12
8/08/2021,11.3
9/08/2021,6.5
10/08/2021,10.3
11/08/2021,11
12/08/2021,12.2
13/08/2021,10.4
14/08/2021,11.9
15/08/2021,11.1
16/08/2021,10.5
17/08/2021,13.2
18/08/2021,10.1
19/08/2021,12
20/08/2021,11
21/08/2021,11.8
22/08/2021,10
23/08/2021,11.7
24/08/2021,13.4
25/08/2021,14.5
26/08/2021,14.8
27/08/2021,14.2
28/08/2021,13.7
29/08/2021,13.4
30/08/2021,14.7
31/08/2021,13.5
1/09/2021,10.7
2/09/2021,11.5
3/09/2021,11.6
4/09/2021,12.9
5/09/2021,11.9
6/09/2021,15.2
7/09/2021,12.2
8/09/2021,10.9
9/09/2021,14.6
10/09/2021,13.9
11/09/2021,10.4
12/09/2021,11
13/09/2021,15
14/09/2021,15
15/09/2021,14.6
16/09/2021,16.3
17/09/2021,10.4
18/09/2021,10.2
19/09/2021,12.1
20/09/2021,12.1
21/09/2021,14.6
22/09/2021,15.8
23/09/2021,14.5
24/09/2021,12.2
25/09/2021,15.8
26/09/2021,13.5
27/09/2021,9.8
28/09/2021,10.9
29/09/2021,13
30/09/2021,14.1
1/10/2021,13.8
2/10/2021,12.4
3/10/2021,15.3
4/10/2021,16.8
5/10/2021,17
6/10/2021,18.4
7/10/2021,15.8
8/10/2021,15.6
9/10/2021,14.8
10/10/2021,15
11/10/2021,15.2
12/10/2021,13.1
13/10/2021,12.3
14/10/2021,11.9
15/10/2021,12.8
16/10/2021,16.5
17/10/2021,17.2
18/10/2021,15.2
19/10/2021,14.8
20/10/2021,17.4
21/10/2021,15.4
22/10/2021,15.1
23/10/2021,15.1
24/10/2021,15.9
25/10/2021,19
26/10/2021,19.6
27/10/2021,18.5
28/10/2021,16.4
29/10/2021,16.2
30/10/2021,18.5
31/10/2021,14.6
1/11/2021,13.4
2/11/2021,16.8
3/11/2021,13.6
4/11/2021,17.9
5/11/2021,17.6
6/11/2021,17.2
7/11/2021,18.1
8/11/2021,16.2
9/11/2021,17.4
10/11/2021,18.1
11/11/2021,19.8
12/11/2021,21.1
13/11/2021,20
14/11/2021,19.3
15/11/2021,19.4
16/11/2021,20
17/11/2021,16.3
18/11/2021,14.7
19/11/2021,16.2
20/11/2021,19.9
21/11/2021,21.1
22/11/2021,19.7
23/11/2021,20.3
24/11/2021,17
25/11/2021,16.1
26/11/2021,17.4
27/11/2021,18.9
28/11/2021,19.3
29/11/2021,19.8
30/11/2021,20.6
1/12/2021,20.3
2/12/2021,20.8
3/12/2021,22.1
4/12/2021,20.2
5/12/2021,22.1
6/12/2021,22.5
7/12/2021,21
8/12/2021,21.4
9/12/2021,22.6
10/12/2021,22.1
11/12/2021,23.6
12/12/2021,20.9
13/12/2021,21.1
14/12/2021,20.1
15/12/2021,20.4
16/12/2021,20.3
17/12/2021,19
18/12/2021,18.4
19/12/2021,16.4
20/12/2021,19.3
21/12/2021,21.2
22/12/2021,21.2
23/12/2021,22.1
24/12/2021,20.8
25/12/2021,22.5
26/12/2021,22
27/12/2021,23.2
28/12/2021,21
29/12/2021,19.9
30/12/2021,20.2
31/12/2021,20.6
1/01/2022,20.1
2/01/2022,21.2
3/01/2022,21.9
4/01/2022,23.5
5/01/2022,22.7
6/01/2022,22.4
7/01/2022,20
8/01/2022,21
9/01/2022,22.9
10/01/2022,21
11/01/2022,22.1
12/01/2022,21.6
13/01/2022,21.2
14/01/2022,20.9
15/01/2022,20.4
16/01/2022,21.1
17/01/2022,23
18/01/2022,21
19/01/2022,22.5
20/01/2022,20.2
21/01/2022,18.6
22/01/2022,20.3
23/01/2022,22.6
24/01/2022,19.8
25/01/2022,22.3
26/01/2022,22.9
27/01/2022,20.3
28/01/2022,20
29/01/2022,20
30/01/2022,21.8
31/01/2022,23.8
1/02/2022,23
2/02/2022,24
3/02/2022,24
4/02/2022,24.8
5/02/2022,23.9
6/02/2022,22.1
7/02/2022,21.8
8/02/2022,25.8
9/02/2022,24.9
10/02/2022,25.4
11/02/2022,25
12/02/2022,23.7
13/02/2022,17.7
14/02/2022,18.2
15/02/2022,18.7
16/02/2022,18.3
17/02/2022,18.8
18/02/2022,22.1
19/02/2022,19.9
20/02/2022,20.7
21/02/2022,22.3
22/02/2022,21.9
23/02/2022,24
24/02/2022,21.3
25/02/2022,20.6
26/02/2022,20.3
27/02/2022,21.9
28/02/2022,20.2
1/03/2022,20.6
2/03/2022,19
3/03/2022,20.6
4/03/2022,21.4
5/03/2022,20.3
6/03/2022,21.3
7/03/2022,21.5
8/03/2022,21.4
9/03/2022,21.4
10/03/2022,21.1
11/03/2022,21.6
12/03/2022,22.7
13/03/2022,20.9
14/03/2022,20.8
15/03/2022,21.7
16/03/2022,19.9
17/03/2022,19.9
18/03/2022,19
19/03/2022,20.2
20/03/2022,20.2
21/03/2022,22.2
22/03/2022,22.5
23/03/2022,20.1
24/03/2022,21
25/03/2022,19.8
26/03/2022,17
27/03/2022,17.2
28/03/2022,18.3
29/03/2022,20
30/03/2022,20.8
31/03/2022,20.9
1/04/2022,19.1
2/04/2022,20
3/04/2022,19
4/04/2022,19.9
5/04/2022,19.6
6/04/2022,20
7/04/2022,16
8/04/2022,17.3
9/04/2022,17.4
10/04/2022,16.1
11/04/2022,20.2
12/04/2022,19.2
13/04/2022,14.7
14/04/2022,14.6
15/04/2022,15.4
16/04/2022,17.5
17/04/2022,19.3
18/04/2022,18.4
19/04/2022,20.5
20/04/2022,21.3
21/04/2022,21
22/04/2022,17.4
23/04/2022,15.3
24/04/2022,16.7
25/04/2022,13.9
26/04/2022,17.4
27/04/2022,16.2
28/04/2022,16.3
29/04/2022,15.6
30/04/2022,16.1
1/05/2022,16.3
2/05/2022,16.4
3/05/2022,16.8
4/05/2022,16.4
5/05/2022,15.1
6/05/2022,15.5
7/05/2022,14.2
8/05/2022,14.8
9/05/2022,14.7
10/05/2022,12.6
11/05/2022,10.6
12/05/2022,10.2
13/05/2022,14.9
14/05/2022,16
15/05/2022,19
16/05/2022,18.2
17/05/2022,19.4
18/05/2022,17.8
19/05/2022,14.7
20/05/2022,14.3
21/05/2022,15.6
22/05/2022,15.4
23/05/2022,14
24/05/2022,15
25/05/2022,13.9
26/05/2022,12.8
27/05/2022,11.8
28/05/2022,14.9
29/05/2022,17
30/05/2022,16
31/05/2022,17.5
1/06/2022,17.9
2/06/2022,14
3/06/2022,12.4
4/06/2022,14.3
5/06/2022,15.1
6/06/2022,13.9
7/06/2022,13.3
8/06/2022,14.7
9/06/2022,12.5
10/06/2022,15.1
11/06/2022,14.8
12/06/2022,15
13/06/2022,13.2
14/06/2022,14.3
15/06/2022,13.7
16/06/2022,13.2
17/06/2022,11.1
18/06/2022,14
19/06/2022,11.9
20/06/2022,9.5
21/06/2022,9.2
22/06/2022,9
23/06/2022,11.6
24/06/2022,11.9
25/06/2022,12.8
26/06/2022,12.3
27/06/2022,11.7
28/06/2022,12.6
29/06/2022,12.1
30/06/2022,14.6
1/07/2022,13
2/07/2022,10.7
3/07/2022,11.2
4/07/2022,12.1
5/07/2022,13.6
6/07/2022,12.6
7/07/2022,15
8/07/2022,17
9/07/2022,14
10/07/2022,14.9
11/07/2022,15.7
12/07/2022,15.7
13/07/2022,13.3
14/07/2022,11.4
15/07/2022,10.9
16/07/2022,9.6
17/07/2022,9.3
18/07/2022,12.4
19/07/2022,15.2
20/07/2022,11.7
21/07/2022,10.4
22/07/2022,9.8
23/07/2022,12
24/07/2022,13.2
25/07/2022,14.7
26/07/2022,14.8
27/07/2022,13.5
28/07/2022,13.2
29/07/2022,10.4
30/07/2022,13.1
31/07/2022,10
1/08/2022,9.2
2/08/2022,11.4
3/08/2022,13.2
4/08/2022,12.5
5/08/2022,11.1
6/08/2022,12.9
7/08/2022,12.1
8/08/2022,13.6
9/08/2022,12.4
10/08/2022,11
11/08/2022,8.9
12/08/2022,10.8
13/08/2022,10.5
14/08/2022,10.1
15/08/2022,12.8
16/08/2022,16.5
17/08/2022,16.3
18/08/2022,16.5
19/08/2022,16.1
20/08/2022,15.5
21/08/2022,16.5
22/08/2022,13.1
23/08/2022,12.7
24/08/2022,13.5
25/08/2022,14.6
26/08/2022,14.7
27/08/2022,12.7
28/08/2022,11.9
29/08/2022,11.8
30/08/2022,10.7
31/08/2022,11.3
1/09/2022,11.8
2/09/2022,10.6
3/09/2022,13.7
4/09/2022,11.8
5/09/2022,11.3
6/09/2022,7.7
7/09/2022,9.6
8/09/2022,10.5
9/09/2022,13.5
10/09/2022,11.7
11/09/2022,15.6
12/09/2022,16
13/09/2022,13.9
14/09/2022,9.6
15/09/2022,10.4
16/09/2022,11.8
17/09/2022,11.6
18/09/2022,16.2
19/09/2022,15.2
20/09/2022,15.2
21/09/2022,13.7
22/09/2022,14
23/09/2022,13.6
24/09/2022,15.9
25/09/2022,16.7
26/09/2022,15.3
27/09/2022,15.3
28/09/2022,16.3
29/09/2022,17.6
30/09/2022,17.4
1/10/2022,15.5
2/10/2022,16.5
3/10/2022,13.2
4/10/2022,14.3
5/10/2022,13
6/10/2022,7.4
7/10/2022,9.6
8/10/2022,14.7
9/10/2022,16
10/10/2022,14.6
11/10/2022,16.5
12/10/2022,14.4
13/10/2022,16.2
14/10/2022,12.7
15/10/2022,13.8
16/10/2022,15
17/10/2022,16.4
18/10/2022,14.1
19/10/2022,13.8
20/10/2022,15.8
21/10/2022,15.1
22/10/2022,12.3
23/10/2022,14.8
24/10/2022,16.9
25/10/2022,17.3
26/10/2022,15.7
27/10/2022,18.8
28/10/2022,19.9
29/10/2022,19.3
30/10/2022,17.6
31/10/2022,18.9
1/11/2022,17.8
2/11/2022,20.2
3/11/2022,16.2
4/11/2022,16.4
5/11/2022,15.3
6/11/2022,17.8
7/11/2022,16.5
8/11/2022,15.5
9/11/2022,16.8
10/11/2022,17.5
11/11/2022,18.4
12/11/2022,19.6
13/11/2022,17.6
14/11/2022,19.3
15/11/2022,19.6
16/11/2022,21.2
17/11/2022,17.4
18/11/2022,16.1
19/11/2022,18.2
20/11/2022,17.8
21/11/2022,16.7
22/11/2022,17.7
23/11/2022,17.5
24/11/2022,16
25/11/2022,16.7
26/11/2022,15.8
27/11/2022,17.3
28/11/2022,15.7
29/11/2022,19.3
30/11/2022,17.8
1/12/2022,17.4
2/12/2022,17.1
3/12/2022,16.2
4/12/2022,17.9
5/12/2022,14.9
6/12/2022,18.4
7/12/2022,17.9
8/12/2022,18.2
9/12/2022,19.7
10/12/2022,21.1
11/12/2022,18.4
12/12/2022,20.2
13/12/2022,20.9
14/12/2022,19.6
15/12/2022,21.8
16/12/2022,22.8
17/12/2022,19.2
18/12/2022,19
19/12/2022,21.5
20/12/2022,20.4
21/12/2022,21.2
22/12/2022,20.6
23/12/2022,20.2
24/12/2022,18.9
25/12/2022,21.3
26/12/2022,21.9
27/12/2022,22.9
28/12/2022,22.7
29/12/2022,22.2
30/12/2022,20.8
31/12/2022,21
1/01/2023,20.5
2/01/2023,20
3/01/2023,20.9
4/01/2023,19.5
5/01/2023,19.9
6/01/2023,20.3
7/01/2023,20.6
8/01/2023,23.3
9/01/2023,21.3
10/01/2023,18
11/01/2023,19.7
12/01/2023,19.8
13/01/2023,19.6
14/01/2023,20.1
15/01/2023,19.6
16/01/2023,20.1
17/01/2023,18.3
18/01/2023,21.2
19/01/2023,20.9
20/01/2023,20.8
21/01/2023,21.1
22/01/2023,21.2
23/01/2023,19.8
24/01/2023,21.1
25/01/2023,20.8
26/01/2023,22.3
27/01/2023,19.8
28/01/2023,23.1
29/01/2023,21.2
30/01/2023,20.3
31/01/2023,21.2
1/02/2023,23.5
2/02/2023,24.6
3/02/2023,22
4/02/2023,22.5
5/02/2023,21.5
6/02/2023,19.3
7/02/2023,18.5
8/02/2023,20.6
9/02/2023,18.7
10/02/2023,21.4
11/02/2023,20
12/02/2023,17.2
13/02/2023,16.8
14/02/2023,19.3
15/02/2023,20.5
16/02/2023,19.2
17/02/2023,19.3
18/02/2023,19.8
19/02/2023,20
20/02/2023,20.1
21/02/2023,20.4
22/02/2023,21
23/02/2023,20.6
24/02/2023,16.2
25/02/2023,18.4
26/02/2023,21
27/02/2023,19.9
28/02/2023,18.7
1/03/2023,18.9
2/03/2023,18.8
3/03/2023,21.3
4/03/2023,21.9
5/03/2023,19.3
6/03/2023,17.8
7/03/2023,17
8/03/2023,18.1
9/03/2023,20.3
10/03/2023,20.5
11/03/2023,18.7
12/03/2023,19.6
13/03/2023,18.2
14/03/2023,16
15/03/2023,17.6
16/03/2023,19.4
17/03/2023,21
18/03/2023,18.6
19/03/2023,17.4
20/03/2023,18.1
21/03/2023,15.8
22/03/2023,14.9
23/03/2023,15.5
24/03/2023,16.5
25/03/2023,16.9
26/03/2023,19.8
27/03/2023,18.1
28/03/2023,17.4
29/03/2023,12.1
30/03/2023,13.5
31/03/2023,16.7
1/04/2023,19.7
2/04/2023,19.8
3/04/2023,17.8
4/04/2023,14.9
5/04/2023,16.2
6/04/2023,15.9
7/04/2023,18.3
8/04/2023,15.5
9/04/2023,18.3
10/04/2023,18.3
11/04/2023,19
12/04/2023,16.2
13/04/2023,19.5
14/04/2023,18.6
15/04/2023,17.8
16/04/2023,19
17/04/2023,19.6
18/04/2023,21.3
19/04/2023,22.2
20/04/2023,21.5
21/04/2023,19.6
22/04/2023,19.5
23/04/2023,18.5
24/04/2023,11.8
25/04/2023,15.5
26/04/2023,16.2
27/04/2023,16.7
28/04/2023,16.4
29/04/2023,17.2
30/04/2023,18.7
